32,HV,Happy Valley,HK,2022/02/06,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/06&Racecourse=HV&RaceNo=2,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220206&no=02&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=06/02/2022&RaceNo=2,HOI YUEN HANDICAP,Class 3,RACE 2,,,,TURF,,,,,,1200M,,,GOOD,"HK$ 1,570,000",,24.09,46.64,,,,1:10.65,24.09,22.55,24.01,,,,,,,,24.45,23.07,24.02,,,,,,,,8,10,,,,8,8,,,,3,3,5-1/2,,RACING FIGHTER,B285,,41,,1210,124,,,,C H Yip,K H Chan,,,,,,10,1:11.54,,,"At declaration time, C Y Ho was declared as the rider of both DECISIVE TWELVE and ROYAL BOMB. It was established that C Y Ho had a firm commitment to ride DECISIVE TWELVE. As such, the Stewards permitted D Moor to be substituted as the rider of ROYAL BOMB. For this declaration error, C Y Ho was fined $2,000.
FAULDS began only fairly and then was bumped by ROYAL BOMB which shifted in after being bumped by STORM WARNINGS. After this, STORM WARNINGS was steadied to obtain cover from an outside barrier.
SEIZING THE MOMENT lost ground when crowded for room on jumping between RACING FIGHTER and HIGH RISE SOLDIER which shifted out.
Approaching the 900 Metres, RUN RUN COOL was awkwardly placed inside the heels of WAR OF COURAGE when being crossed by that horse.
DECISIVE TWELVE travelled wide and without cover until passing the 600 Metres at which point FAULDS was left racing wide and without cover.
Making the turn near the 500 Metres, RACING FIGHTER got its head on the side and lay out towards the heels of ROYAL BOMB.
Near the 450 Metres, WOOD ON FIRE raced tight outside HIGH RISE SOLDIER which improved to the outside of WAR OF COURAGE.
Rounding the Home Turn, FAULDS was bumped and taken wider by RUN RUN COOL which shifted out away from the heels of WOOD ON FIRE after having difficulty obtaining clear running.
Also rounding the Home Turn, SEIZING THE MOMENT was steadied away from the heels of HIGH RISE SOLDIER when unable to improve.
At the entrance to the Straight, WOOD ON FIRE was bumped by HIGH RISE SOLDIER which shifted to the outside of DECISIVE TWELVE to obtain clear running.
After the 300 Metres, SEIZING THE MOMENT was shifted in away from the heels of WOOD ON FIRE to continue improving.
Approaching the 100 Metres, SEIZING THE MOMENT and RUN RUN COOL raced tight as SEIZING THE MOMENT improved into tight running between RUN RUN COOL and HIGH RISE SOLDIER.
Close to the finishing line, STORM WARNINGS was awkwardly placed behind DECISIVE TWELVE.
When questioned, K C Leung stated that he was instructed to ride WOOD ON FIRE in about a midfield position if possible. He said after beginning well, he immediately steadied his mount with a view to obtaining a position behind WAR OF COURAGE. He said as there were a number of horses positioned to the inside of WAR OF COURAGE which appeared as though they were going to take up positions in midfield or in advance of midfield, he felt that WOOD ON FIRE may have been left racing wide if he continued to steady his mount in an attempt to obtain a midfield position. He said as the tempo of the race in the early stages was not strong, he elected, rather than to continue to steady his mount, to ride WOOD ON FIRE along and clear runners to the inside which resulted in WOOD ON FIRE being ridden in a forward position today. A veterinary inspection of WOOD ON FIRE immediately following the race did not show any significant findings.
A veterinary inspection of FAULDS immediately following the race did not show any significant findings.
SEIZING THE MOMENT, HIGH RISE SOLDIER and DECISIVE TWELVE were sent for sampling."
32,HV,Happy Valley,HK,2022/02/06,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/06&Racecourse=HV&RaceNo=2,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220206&no=02&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=06/02/2022&RaceNo=2,HOI YUEN HANDICAP,Class 3,RACE 2,,,,TURF,,,,,,1200M,,,GOOD,"HK$ 1,570,000",,24.09,46.64,,,,1:10.65,24.09,22.55,24.01,,,,,,,,24.41,22.63,24.69,,,,,,,,6,5,,,,9,9,,,,6,7,6-3/4,,FAULDS,G153,,9.1,,1209,122,,,,A S Cruz,A Badel,,,,,,10,1:11.73,,,"At declaration time, C Y Ho was declared as the rider of both DECISIVE TWELVE and ROYAL BOMB. It was established that C Y Ho had a firm commitment to ride DECISIVE TWELVE. As such, the Stewards permitted D Moor to be substituted as the rider of ROYAL BOMB. For this declaration error, C Y Ho was fined $2,000.
FAULDS began only fairly and then was bumped by ROYAL BOMB which shifted in after being bumped by STORM WARNINGS. After this, STORM WARNINGS was steadied to obtain cover from an outside barrier.
SEIZING THE MOMENT lost ground when crowded for room on jumping between RACING FIGHTER and HIGH RISE SOLDIER which shifted out.
Approaching the 900 Metres, RUN RUN COOL was awkwardly placed inside the heels of WAR OF COURAGE when being crossed by that horse.
DECISIVE TWELVE travelled wide and without cover until passing the 600 Metres at which point FAULDS was left racing wide and without cover.
Making the turn near the 500 Metres, RACING FIGHTER got its head on the side and lay out towards the heels of ROYAL BOMB.
Near the 450 Metres, WOOD ON FIRE raced tight outside HIGH RISE SOLDIER which improved to the outside of WAR OF COURAGE.
Rounding the Home Turn, FAULDS was bumped and taken wider by RUN RUN COOL which shifted out away from the heels of WOOD ON FIRE after having difficulty obtaining clear running.
Also rounding the Home Turn, SEIZING THE MOMENT was steadied away from the heels of HIGH RISE SOLDIER when unable to improve.
At the entrance to the Straight, WOOD ON FIRE was bumped by HIGH RISE SOLDIER which shifted to the outside of DECISIVE TWELVE to obtain clear running.
After the 300 Metres, SEIZING THE MOMENT was shifted in away from the heels of WOOD ON FIRE to continue improving.
Approaching the 100 Metres, SEIZING THE MOMENT and RUN RUN COOL raced tight as SEIZING THE MOMENT improved into tight running between RUN RUN COOL and HIGH RISE SOLDIER.
Close to the finishing line, STORM WARNINGS was awkwardly placed behind DECISIVE TWELVE.
When questioned, K C Leung stated that he was instructed to ride WOOD ON FIRE in about a midfield position if possible. He said after beginning well, he immediately steadied his mount with a view to obtaining a position behind WAR OF COURAGE. He said as there were a number of horses positioned to the inside of WAR OF COURAGE which appeared as though they were going to take up positions in midfield or in advance of midfield, he felt that WOOD ON FIRE may have been left racing wide if he continued to steady his mount in an attempt to obtain a midfield position. He said as the tempo of the race in the early stages was not strong, he elected, rather than to continue to steady his mount, to ride WOOD ON FIRE along and clear runners to the inside which resulted in WOOD ON FIRE being ridden in a forward position today. A veterinary inspection of WOOD ON FIRE immediately following the race did not show any significant findings.
A veterinary inspection of FAULDS immediately following the race did not show any significant findings.
SEIZING THE MOMENT, HIGH RISE SOLDIER and DECISIVE TWELVE were sent for sampling."
32,HV,Happy Valley,HK,2022/02/06,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/02/06&Racecourse=HV&RaceNo=2,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220206&no=02&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=06/02/2022&RaceNo=2,HOI YUEN HANDICAP,Class 3,RACE 2,,,,TURF,,,,,,1200M,,,GOOD,"HK$ 1,570,000",,24.09,46.64,,,,1:10.65,24.09,22.55,24.01,,,,,,,,24.13,22.67,25.27,,,,,,,,2,4,,,,10,10,,,,5,6,9,,WOOD ON FIRE,C460,,17,,1116,124,,,,L Ho,K C Leung,,,,,,10,1:12.07,,,"At declaration time, C Y Ho was declared as the rider of both DECISIVE TWELVE and ROYAL BOMB. It was established that C Y Ho had a firm commitment to ride DECISIVE TWELVE. As such, the Stewards permitted D Moor to be substituted as the rider of ROYAL BOMB. For this declaration error, C Y Ho was fined $2,000.
FAULDS began only fairly and then was bumped by ROYAL BOMB which shifted in after being bumped by STORM WARNINGS. After this, STORM WARNINGS was steadied to obtain cover from an outside barrier.
SEIZING THE MOMENT lost ground when crowded for room on jumping between RACING FIGHTER and HIGH RISE SOLDIER which shifted out.
Approaching the 900 Metres, RUN RUN COOL was awkwardly placed inside the heels of WAR OF COURAGE when being crossed by that horse.
DECISIVE TWELVE travelled wide and without cover until passing the 600 Metres at which point FAULDS was left racing wide and without cover.
Making the turn near the 500 Metres, RACING FIGHTER got its head on the side and lay out towards the heels of ROYAL BOMB.
Near the 450 Metres, WOOD ON FIRE raced tight outside HIGH RISE SOLDIER which improved to the outside of WAR OF COURAGE.
Rounding the Home Turn, FAULDS was bumped and taken wider by RUN RUN COOL which shifted out away from the heels of WOOD ON FIRE after having difficulty obtaining clear running.
Also rounding the Home Turn, SEIZING THE MOMENT was steadied away from the heels of HIGH RISE SOLDIER when unable to improve.
At the entrance to the Straight, WOOD ON FIRE was bumped by HIGH RISE SOLDIER which shifted to the outside of DECISIVE TWELVE to obtain clear running.
After the 300 Metres, SEIZING THE MOMENT was shifted in away from the heels of WOOD ON FIRE to continue improving.
Approaching the 100 Metres, SEIZING THE MOMENT and RUN RUN COOL raced tight as SEIZING THE MOMENT improved into tight running between RUN RUN COOL and HIGH RISE SOLDIER.
Close to the finishing line, STORM WARNINGS was awkwardly placed behind DECISIVE TWELVE.
When questioned, K C Leung stated that he was instructed to ride WOOD ON FIRE in about a midfield position if possible. He said after beginning well, he immediately steadied his mount with a view to obtaining a position behind WAR OF COURAGE. He said as there were a number of horses positioned to the inside of WAR OF COURAGE which appeared as though they were going to take up positions in midfield or in advance of midfield, he felt that WOOD ON FIRE may have been left racing wide if he continued to steady his mount in an attempt to obtain a midfield position. He said as the tempo of the race in the early stages was not strong, he elected, rather than to continue to steady his mount, to ride WOOD ON FIRE along and clear runners to the inside which resulted in WOOD ON FIRE being ridden in a forward position today. A veterinary inspection of WOOD ON FIRE immediately following the race did not show any significant findings.
A veterinary inspection of FAULDS immediately following the race did not show any significant findings.
SEIZING THE MOMENT, HIGH RISE SOLDIER and DECISIVE TWELVE were sent for sampling."
21,Date,Date_L,レース名,競馬場略称,馬場,コース,距離,馬場状態,レース格,着順,調教師,騎手,着差,斤量,タイム,補助馬具
22,22/01/09,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=2,LONG KE HANDICAP,ST,Turf,"""C""",1000,G,3,03,F C Lor,H Bentley,1-3/4,117,0.56.60,B/H
31,競馬場コード,競馬場,国名,レース日付,Date_L,Video,Sectional,レース名,レース格,レースNo,レース他,レース名省略,出走条件（性別）,馬場の種類,障害数,障害レース確認,出走条件（クラス）,出走条件（他）,出走条件（年齢）,距離,コース形態,コース詳細,馬場状態,総賞金,着賞金,通過タイム01,通過タイム02,通過タイム03,通過タイム04,通過タイム05,finishタイム,レースSectionalタイム01,レースSectionalタイム02,レースSectionalタイム03,レースSectionalタイム04,レースSectionalタイム05,レースSectionalタイム06,レースSectionalタイム内訳01,レースSectionalタイム内訳02,レースSectionalタイム内訳03,レースSectionalタイム内訳04,馬別Sectionalタイム01,馬別Sectionalタイム02,馬別Sectionalタイム03,馬別Sectionalタイム04,馬別Sectionalタイム05,馬別Sectionalタイム06,馬別Sectionalタイム内訳01,馬別Sectionalタイム内訳02,馬別Sectionalタイム内訳03,馬別Sectionalタイム内訳04,通過順位01,通過順位02,通過順位03,通過順位04,通過順位05,入線順位,確定順位,異常区分,同着,着変更,馬番号,ゲート番号,着差1,着差2,馬名,馬ID,生産国,オッズ,馬齢,馬体重,斤量,斤量特記1,斤量特記2,補助馬具,調教師,騎手,毛色,性別,父名,母名,母父名,出走頭数,タイム,優勝馬オーナー,優勝馬生産者,コメント
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=2,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=02&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=2,LONG KE HANDICAP,Class 3,RACE 2,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,13.34,34.04,,,,56.33,13.34,20.70,22.29,,,,,,,,13.34,20.74,22.26,,,,,,,,1,2,,,,2,1,,,,2,9,-,,METRO WARRIOR,D387,,4,,1158,131,,,,D A Hayes,C Y Ho,,,,,,10,0:56.34,,,"STRIKING MR C, which was fractious in the barriers, got its head up on jumping and consequently was slow to begin.
WILD WEST WING shifted out at the start and bumped ALCARI which in turn shifted out and bumped GOLD CHEST.
METRO WARRIOR began awkwardly, shifted out and bumped RUN RUN COOL.
Passing the 400 Metres, WILD WEST WING became unbalanced when crowded for room between LIKE THAT and FLYING GENIUS which shifted in marginally.
Approaching the 150 Metres, GOLD CHEST was shifted in away from the heels of LIKE THAT.
The Stewards deferred the declaration of weighed-in as they were of the prima facie view that an incident had occurred over the concluding stages of the race which cast sufficient doubt on whether ALCARI (J Moreira) should be declared the winner of the race. Subsequently, C Y Ho, the rider of METRO WARRIOR, second placegetter, lodged a protest/objection against ALCARI being declared the winner alleging interference to his mount over the latter stages. After taking evidence from all parties concerned and after viewing the videos, the Stewards found that after the 300 Metres ALCARI commenced to lay out under pressure and passing the 150 Metres and again close to the 100 Metres, METRO WARRIOR was struck over the nose by the whip of J Moreira. The Stewards ascertained that at about the 150 Metres METRO WARRIOR was racing in the vicinity of a long neck behind ALCARI. The Stewards further found that passing the 100 Metres ALCARI shifted out and inconvenienced METRO WARRIOR. ALCARI then again shifted out and near the 30 Metres bumped METRO WARRIOR which became unbalanced. Having regard to the manner in which the two horses were finishing the race off and the short head margin between ALCARI and METRO WARRIOR at the end of the race, the Stewards were satisfied that if not for METRO WARRIOR becoming unbalanced when bumped by ALCARI, METRO WARRIOR would have finished in front of ALCARI. Accordingly, the protest/objection was sustained and the placings amended to read No. 2, METRO WARRIOR, 1st; No. 5, ALCARI, 2nd; No. 8, RUN RUN COOL, 3rd, and No. 1, GOLD CHEST, 4th. At a subsequent inquiry, J Moreira was advised to ensure that he makes every endeavour to prevent his mounts from shifting ground in similar circumstances.
After the race, an endoscopic examination was conducted on STRIKING MR C at the request of Trainer T P Yung. The Veterinary Surgeon said this examination showed a substantial amount of blood in the horse’s trachea. Before being allowed to race again, STRIKING MR C will be subjected to an official veterinary examination.
A veterinary inspection of GOLD CHEST immediately following the race did not show any significant findings.
METRO WARRIOR and ALCARI were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=2,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=02&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=2,LONG KE HANDICAP,Class 3,RACE 2,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,13.34,34.04,,,,56.33,13.34,20.70,22.29,,,,,,,,13.38,20.66,22.29,,,,,,,,2,1,,,,1,2,,,*,5,3,---,,ALCARI,A354,,3.7,,1225,122,,,,P F Yiu,J Moreira,,,,,,10,0:56.33,,,"STRIKING MR C, which was fractious in the barriers, got its head up on jumping and consequently was slow to begin.
WILD WEST WING shifted out at the start and bumped ALCARI which in turn shifted out and bumped GOLD CHEST.
METRO WARRIOR began awkwardly, shifted out and bumped RUN RUN COOL.
Passing the 400 Metres, WILD WEST WING became unbalanced when crowded for room between LIKE THAT and FLYING GENIUS which shifted in marginally.
Approaching the 150 Metres, GOLD CHEST was shifted in away from the heels of LIKE THAT.
The Stewards deferred the declaration of weighed-in as they were of the prima facie view that an incident had occurred over the concluding stages of the race which cast sufficient doubt on whether ALCARI (J Moreira) should be declared the winner of the race. Subsequently, C Y Ho, the rider of METRO WARRIOR, second placegetter, lodged a protest/objection against ALCARI being declared the winner alleging interference to his mount over the latter stages. After taking evidence from all parties concerned and after viewing the videos, the Stewards found that after the 300 Metres ALCARI commenced to lay out under pressure and passing the 150 Metres and again close to the 100 Metres, METRO WARRIOR was struck over the nose by the whip of J Moreira. The Stewards ascertained that at about the 150 Metres METRO WARRIOR was racing in the vicinity of a long neck behind ALCARI. The Stewards further found that passing the 100 Metres ALCARI shifted out and inconvenienced METRO WARRIOR. ALCARI then again shifted out and near the 30 Metres bumped METRO WARRIOR which became unbalanced. Having regard to the manner in which the two horses were finishing the race off and the short head margin between ALCARI and METRO WARRIOR at the end of the race, the Stewards were satisfied that if not for METRO WARRIOR becoming unbalanced when bumped by ALCARI, METRO WARRIOR would have finished in front of ALCARI. Accordingly, the protest/objection was sustained and the placings amended to read No. 2, METRO WARRIOR, 1st; No. 5, ALCARI, 2nd; No. 8, RUN RUN COOL, 3rd, and No. 1, GOLD CHEST, 4th. At a subsequent inquiry, J Moreira was advised to ensure that he makes every endeavour to prevent his mounts from shifting ground in similar circumstances.
After the race, an endoscopic examination was conducted on STRIKING MR C at the request of Trainer T P Yung. The Veterinary Surgeon said this examination showed a substantial amount of blood in the horse’s trachea. Before being allowed to race again, STRIKING MR C will be subjected to an official veterinary examination.
A veterinary inspection of GOLD CHEST immediately following the race did not show any significant findings.
METRO WARRIOR and ALCARI were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=2,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=02&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=2,LONG KE HANDICAP,Class 3,RACE 2,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,13.34,34.04,,,,56.33,13.34,20.70,22.29,,,,,,,,13.62,20.70,22.28,,,,,,,,7,3,,,,3,3,,,,8,10,1-3/4,,RUN RUN COOL,E322,,5.1,,1210,117,,,,F C Lor,H Bentley,,,,,,10,0:56.60,,,"STRIKING MR C, which was fractious in the barriers, got its head up on jumping and consequently was slow to begin.
WILD WEST WING shifted out at the start and bumped ALCARI which in turn shifted out and bumped GOLD CHEST.
METRO WARRIOR began awkwardly, shifted out and bumped RUN RUN COOL.
Passing the 400 Metres, WILD WEST WING became unbalanced when crowded for room between LIKE THAT and FLYING GENIUS which shifted in marginally.
Approaching the 150 Metres, GOLD CHEST was shifted in away from the heels of LIKE THAT.
The Stewards deferred the declaration of weighed-in as they were of the prima facie view that an incident had occurred over the concluding stages of the race which cast sufficient doubt on whether ALCARI (J Moreira) should be declared the winner of the race. Subsequently, C Y Ho, the rider of METRO WARRIOR, second placegetter, lodged a protest/objection against ALCARI being declared the winner alleging interference to his mount over the latter stages. After taking evidence from all parties concerned and after viewing the videos, the Stewards found that after the 300 Metres ALCARI commenced to lay out under pressure and passing the 150 Metres and again close to the 100 Metres, METRO WARRIOR was struck over the nose by the whip of J Moreira. The Stewards ascertained that at about the 150 Metres METRO WARRIOR was racing in the vicinity of a long neck behind ALCARI. The Stewards further found that passing the 100 Metres ALCARI shifted out and inconvenienced METRO WARRIOR. ALCARI then again shifted out and near the 30 Metres bumped METRO WARRIOR which became unbalanced. Having regard to the manner in which the two horses were finishing the race off and the short head margin between ALCARI and METRO WARRIOR at the end of the race, the Stewards were satisfied that if not for METRO WARRIOR becoming unbalanced when bumped by ALCARI, METRO WARRIOR would have finished in front of ALCARI. Accordingly, the protest/objection was sustained and the placings amended to read No. 2, METRO WARRIOR, 1st; No. 5, ALCARI, 2nd; No. 8, RUN RUN COOL, 3rd, and No. 1, GOLD CHEST, 4th. At a subsequent inquiry, J Moreira was advised to ensure that he makes every endeavour to prevent his mounts from shifting ground in similar circumstances.
After the race, an endoscopic examination was conducted on STRIKING MR C at the request of Trainer T P Yung. The Veterinary Surgeon said this examination showed a substantial amount of blood in the horse’s trachea. Before being allowed to race again, STRIKING MR C will be subjected to an official veterinary examination.
A veterinary inspection of GOLD CHEST immediately following the race did not show any significant findings.
METRO WARRIOR and ALCARI were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=2,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=02&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=2,LONG KE HANDICAP,Class 3,RACE 2,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,13.34,34.04,,,,56.33,13.34,20.70,22.29,,,,,,,,13.70,20.94,22.32,,,,,,,,8,8,,,,4,4,,,,1,4,4,,GOLD CHEST,C146,,9.4,,1122,131,,,,R Gibson,M F Poon,,,,,,10,0:56.96,,,"STRIKING MR C, which was fractious in the barriers, got its head up on jumping and consequently was slow to begin.
WILD WEST WING shifted out at the start and bumped ALCARI which in turn shifted out and bumped GOLD CHEST.
METRO WARRIOR began awkwardly, shifted out and bumped RUN RUN COOL.
Passing the 400 Metres, WILD WEST WING became unbalanced when crowded for room between LIKE THAT and FLYING GENIUS which shifted in marginally.
Approaching the 150 Metres, GOLD CHEST was shifted in away from the heels of LIKE THAT.
The Stewards deferred the declaration of weighed-in as they were of the prima facie view that an incident had occurred over the concluding stages of the race which cast sufficient doubt on whether ALCARI (J Moreira) should be declared the winner of the race. Subsequently, C Y Ho, the rider of METRO WARRIOR, second placegetter, lodged a protest/objection against ALCARI being declared the winner alleging interference to his mount over the latter stages. After taking evidence from all parties concerned and after viewing the videos, the Stewards found that after the 300 Metres ALCARI commenced to lay out under pressure and passing the 150 Metres and again close to the 100 Metres, METRO WARRIOR was struck over the nose by the whip of J Moreira. The Stewards ascertained that at about the 150 Metres METRO WARRIOR was racing in the vicinity of a long neck behind ALCARI. The Stewards further found that passing the 100 Metres ALCARI shifted out and inconvenienced METRO WARRIOR. ALCARI then again shifted out and near the 30 Metres bumped METRO WARRIOR which became unbalanced. Having regard to the manner in which the two horses were finishing the race off and the short head margin between ALCARI and METRO WARRIOR at the end of the race, the Stewards were satisfied that if not for METRO WARRIOR becoming unbalanced when bumped by ALCARI, METRO WARRIOR would have finished in front of ALCARI. Accordingly, the protest/objection was sustained and the placings amended to read No. 2, METRO WARRIOR, 1st; No. 5, ALCARI, 2nd; No. 8, RUN RUN COOL, 3rd, and No. 1, GOLD CHEST, 4th. At a subsequent inquiry, J Moreira was advised to ensure that he makes every endeavour to prevent his mounts from shifting ground in similar circumstances.
After the race, an endoscopic examination was conducted on STRIKING MR C at the request of Trainer T P Yung. The Veterinary Surgeon said this examination showed a substantial amount of blood in the horse’s trachea. Before being allowed to race again, STRIKING MR C will be subjected to an official veterinary examination.
A veterinary inspection of GOLD CHEST immediately following the race did not show any significant findings.
METRO WARRIOR and ALCARI were sent for sampling."
32,ST,Sha Tin,HK,2022/01/09,https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2022/01/09&Racecourse=ST&RaceNo=2,https://racing.hkjc.com/racing/video/play.asp?type=replay-full&date=20220109&no=02&lang=eng,https://racing.hkjc.com/racing/information/English/Racing/DisplaySectionalTime.aspx?RaceDate=09/01/2022&RaceNo=2,LONG KE HANDICAP,Class 3,RACE 2,,,,TURF,,,,,,1000M,,,GOOD,"HK$ 1,570,000",,13.34,34.04,,,,56.33,13.34,20.70,22.29,,,,,,,,13.54,20.82,22.61,,,,,,,,5,6,,,,5,5,,,,7,1,4,,LIKE THAT,D328,,6.8,,1161,119,,,,F C Lor,K C Leung,,,,,,10,0:56.97,,,"STRIKING MR C, which was fractious in the barriers, got its head up on jumping and consequently was slow to begin.
WILD WEST WING shifted out at the start and bumped ALCARI which in turn shifted out and bumped GOLD CHEST.
METRO WARRIOR began awkwardly, shifted out and bumped RUN RUN COOL.
Passing the 400 Metres, WILD WEST WING became unbalanced when crowded for room between LIKE THAT and FLYING GENIUS which shifted in marginally.
Approaching the 150 Metres, GOLD CHEST was shifted in away from the heels of LIKE THAT.
The Stewards deferred the declaration of weighed-in as they were of the prima facie view that an incident had occurred over the concluding stages of the race which cast sufficient doubt on whether ALCARI (J Moreira) should be declared the winner of the race. Subsequently, C Y Ho, the rider of METRO WARRIOR, second placegetter, lodged a protest/objection against ALCARI being declared the winner alleging interference to his mount over the latter stages. After taking evidence from all parties concerned and after viewing the videos, the Stewards found that after the 300 Metres ALCARI commenced to lay out under pressure and passing the 150 Metres and again close to the 100 Metres, METRO WARRIOR was struck over the nose by the whip of J Moreira. The Stewards ascertained that at about the 150 Metres METRO WARRIOR was racing in the vicinity of a long neck behind ALCARI. The Stewards further found that passing the 100 Metres ALCARI shifted out and inconvenienced METRO WARRIOR. ALCARI then again shifted out and near the 30 Metres bumped METRO WARRIOR which became unbalanced. Having regard to the manner in which the two horses were finishing the race off and the short head margin between ALCARI and METRO WARRIOR at the end of the race, the Stewards were satisfied that if not for METRO WARRIOR becoming unbalanced when bumped by ALCARI, METRO WARRIOR would have finished in front of ALCARI. Accordingly, the protest/objection was sustained and the placings amended to read No. 2, METRO WARRIOR, 1st; No. 5, ALCARI, 2nd; No. 8, RUN RUN COOL, 3rd, and No. 1, GOLD CHEST, 4th. At a subsequent inquiry, J Moreira was advised to ensure that he makes every endeavour to prevent his mounts from shifting ground in similar circumstances.
After the race, an endoscopic examination was conducted on STRIKING MR C at the request of Trainer T P Yung. The Veterinary Surgeon said this examination showed a substantial amount of blood in the horse’s trachea. Before being allowed to race again, STRIKING MR C will be subjected to an official veterinary examination.
A veterinary inspection of GOLD CHEST immediately following the race did not show any significant findings.
METRO WARRIOR and ALCARI were sent for sampling."
