競馬場コード,競馬場,国名,レース日付,レース名,レース格,レース他,レース名省略,出走条件（性別）,馬場の種類,馬場の種類（英愛）,出走条件（クラス）,出走条件（他）,出走条件（年齢）,距離,コース形態,コース詳細,馬場状態,障害数,障害レース確認,着賞金,並び順位,確定順位,異常区分,同着,着変更,ゲート番号,着差1,着差2,馬名,生産国,オッズ,馬齢,斤量,斤量特記1,斤量特記2,補助馬具,調教師,騎手,毛色,性別,父名,母名,母父名,出走頭数,優勝馬タイム,優勝馬オーナー,優勝馬生産者,コメント
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,5,5,,,,,8,14¾,Jack's Jury,IRE,13/2,5,,,,,Alison Thorpe,Shane Fenelon,gr,g,,,Perpendicular,13,,,,"Midfield, outpaced after 7th, kept on from 2 out, never dangerous (op 7/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,6,6,,,,,½,15¼,Wild Nephin,GB,22/1,6,,,,,Ryan Potter,Conor Ring,b,g,,,Shirocco,13,,,,"Held up in rear, some headway 3 out, soon outpaced, kept on approaching last, never on terms (tchd 20/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,7,7,,,,,10,25¼,Dame Sarra,GB,66/1,5,,,,,Noel Williams,James Davies,ch,m,,,Shamardal,13,,,,"In touch with leaders, hampered by faller 5th, outpaced 7th, rallied 2 out, weakened last (op 40/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,8,8,,,,,4½,29¾,Jeepydoff Meel,FR,11/1,7,,,,,Lisa Harrison,Charlie Maggs,b,g,,,Anabaa Blue,13,,,,"Held up in rear, outpaced 2 out, no impression (op 10/1 tchd 12/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,9,9,,,,,29,58¾,Beau Gold,FR,28/1,5,,,,,Jonjo & A J O'Neill,Richie McLernon,b,g,,,Irish Wells,13,,,,"Midfield, outpaced after 7th, lost touch 2 out, tailed off (op 20/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,10,10,,,,,6,64¾,Present Fair,IRE,6/1,8,,,,,Donald McCain,William Maggs,b,g,,,Winged Love,13,,,,"Took keen hold, led, not fluent and headed 2nd, hit 3rd, lost position after 7th, weakened 3 out, tailed off (op 7/1 tchd 11/2)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,11,94,F,,,,,,Leading Lion,IRE,100/1,5,,,,,Tracey Leeson,Tabitha Worsley,b,g,,,Dansili,13,,,,"In touch with leaders, prominent 3rd, mistake 4th, fell 5th (op 50/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,12,94,F,,,,,,Esteban,FR,50/1,5,,,,,Harriet Dickin,Bradley Harris,b,g,,,Saint Des Saints,13,,,,"Took keen hold, prominent, outpaced after 7th, weakened 2 out, stumbled and fell heavily last (tchd 66/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div I),,'Div I',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,13,94,PU,,,,,,Inoue,IRE,6/1,5,,,,,Iain Jardine,Danny McMenamin,b,g,,,Epervier Bleu,13,,,,"In touch with leaders, lost position before 3 out, weakened 2 out, pulled up approaching last (op 17/2)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div II),,'Div II',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,1,1,,,,,,,Crystal Mer,GB,6/5F,6,,,,,Hughie Morrison,Jonathan Burke,b,g,,,Teofilo,10,5m 1.73s,,,"Took keen hold, towards rear, steady headway from 4th, going easily when hit 3 out, led just after 2 out, not fluent last, shaken up then clear run-in, readily (op 5/4)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div II),,'Div II',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,2,2,,,,,4,,Old Bridge,FR,50/1,4,,,,,David Pipe,Jack Tudor,ch,g,,,Muhtathir,10,,,,"Took keen hold, in touch with leaders, headway and went second approaching last, kept on but no match for winner (op 33/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div II),,'Div II',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,3,3,,,,,4,8,La Quarite,FR,5/4,5,,,,,Mickey Bowen,Sean Bowen,b,g,,,Daramsar,10,,,,"Prominent, not fluent 1st, led before 2nd, clear with one other before 3rd, reduced lead before 6th, not fluent 2 out, soon headed, weakened run-in (op 6/4 tchd 6/5)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div II),,'Div II',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,4,4,,,,,3¼,11¼,Malangen,IRE,10/1,10,,,,,Lisa Harrison,Alan Doyle,b,g,,,Fasliyev,10,,,,"Led, prominent before 2nd, hit 6th, hit 4 out, lost ground when hit 2 out, weakened approaching last (op 9/1 tchd 11/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div II),,'Div II',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,5,5,,,,,6,17¼,Grillon De Monty,FR,22/1,10,,,,,Stephen Allen,Jamie Brace,b,g,,,Baryshnikov,10,,,,"Took keen hold, never better than midfield (op 25/1 tchd 28/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div II),,'Div II',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,6,6,,,,,½,17¾,Spartan Warrior,IRE,11/1,4,,,,,Rebecca Menzies,Brian Hughes,b,g,,,Montjeu,10,,,,"Midfield, towards rear when not fluent 5th, headway before 3 out, weakened after 2 out (op 9/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div II),,'Div II',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,7,7,,,,,28,45¾,Nottodaybobo,IRE,28/1,7,,,,,Micky Hammond,Conor O'Farrell,ch,g,,,King's Theatre,10,,,,Always behind (op 25/1)
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div II),,'Div II',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,8,8,,,,,6,51¾,King Of The Hill,IRE,50/1,7,,,,,Sam Allwood,Toby Wynne,b,g,,,Westerner,10,,,,"Took keen hold, midfield, towards rear when not fluent 3rd, some headway after 4 out, weakened home straight (op 40/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div II),,'Div II',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,9,9,,,,,1½,53¼,Jumping Jupiter,IRE,28/1,7,,,,,Mark Walford,Jamie Hamilton,br,g,,,Protektor,10,,,,"In touch with leaders, weakened before 3 out (tchd 33/1)"
84,Uttoxeter,,2025/07/27,QuinnBet Handicap Hurdle (Div II),,'Div II',QuinnBet Handicap Hurdle,,,,Class 5,,"0-105, 4yo+",2m3f207yds,,,Good,10 hurdles,Hurdle,,10,94,F,,,,,,Lazy Bones,IRE,125/1,6,,,,,John Norton,William Maggs,b,m,,,Oscar,10,,,,"In rear, not fluent 2nd, fell 3rd (op 80/1)"
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,1,1,,,,7,,,Yamanin Ours,JPN,13/2,5,,,,,Takashi Saito,Yutaka Take,b,h,,,Swept Overboard,16,1m 22.20s,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,2,2,,,,8,3½,,In Your Palace,USA,5/1,4,,,,,Naosuke Sugai,Yuga Kawada,b,c,,,Deep Impact,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,3,3,,,,2,1½,5,Bidaaya,JPN,13/5F,4,,,,,Yoshito Yahagi,Ryusei Sakai,b,c,,,Singspiel,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,4,4,,,,3,½,5½,Omega Guiness,JPN,19/2,5,,,,,Shogo Yasuda,Yasunari Iwata,ch,h,,,Harbinger,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,5,5,,,,16,nk,5¾,Sunrise Flame,JPN,31/10,5,,,,,Koichi Ishizaka,Yuji Hishida,ch,h,,,Afleet,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,6,6,,,,13,¾,6½,Conquista,JPN,107/10,5,,,,,Tatsuya Yoshioka,Kohei Matsuyama,b,g,,,Pivotal,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,7,7,,,,15,2,8½,Ridill,JPN,67/1,4,,,,,Yutaka Okumura,Kanta Taguchi,b,f,,,Heart's Cry,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,8,8,,,,12,½,9,Alpha Mom,JPN,201/10,6,,,,,Shozo Sasaki,Taisei Danno,b,m,,,Fuji Kiseki,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,9,9,,,,6,1,10,Danon Scorpion,JPN,55/1,6,,,,,Yuichi Fukunaga,Hideaki Miyuki,b,h,,,Sligo Bay,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,10,10,,,,14,1¼,11¼,Sunrise Hawk,JPN,158/10,6,,,,,Mitsunori Makiura,Seinosuke Yoshimura,bb,g,,,Brian's Time,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,11,11,,,,4,hd,11½,A Tracks,JPN,231/10,4,,,,,Hiroshi Miyamoto,Alexis Badel,b,c,,,Symboli Kris S,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,12,12,,,,5,nk,11¾,Exult,JPN,103/1,6,,,,,Katsunori Arayama,Norifumi Mikamoto,b,h,,,Stormy Atlantic,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,13,13,,,,10,1¼,13,Victipharus,JPN,217/1,7,,,,,Manabu Ikezoe,Heart Kameda,b,g,,,Galileo,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,14,14,,,,11,2½,15½,Lord Eclair,JPN,35/1,7,,,,,Makoto Saito,Riki Takasugi,b,h,,,Mineshaft,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,15,15,,,,9,nk,15¾,Reizvoll,JPN,39/1,5,,,,,Yoshitada Takahashi,Daito Ozawa,b,h,,,Empire Maker,16,,,,
574,Chukyo (JPN),,2025/07/27,Tokai Stakes (Grade 3) (3yo+) (Dirt),Grade 3,'3yo+',Tokai Stakes,,Dirt,,,,3yo+,7f,,,Standard,,,,16,16,,,,1,3,18¾,Advance Pharoah,USA,79/1,5,,,,,Hideyuki Mori,Fuma Matsuwaka,ch,h,,,Tiznow,16,,,,
444,Del Mar (USA),,2025/07/27,San Diego Handicap (Grade 2) (3yo+) (Main Track) (Dirt),Grade 2,"'3yo+','Main Track'",San Diego Handicap,,Dirt,,,,3yo+,1m110yds,,,Fast,,,,1,1,,,,1,,,Nysos,USA,1/10F,4,,,,,Bob Baffert,Flavien Prat,b,c,,,Bernardini,6,1m 42.61s,,,
444,Del Mar (USA),,2025/07/27,San Diego Handicap (Grade 2) (3yo+) (Main Track) (Dirt),Grade 2,"'3yo+','Main Track'",San Diego Handicap,,Dirt,,,,3yo+,1m110yds,,,Fast,,,,2,2,,,,2,2¾,,Mirahmadi,USA,166/10,4,,,,,Bob Baffert,Juan J Hernandez,b,c,,,Malibu Moon,6,,,,
444,Del Mar (USA),,2025/07/27,San Diego Handicap (Grade 2) (3yo+) (Main Track) (Dirt),Grade 2,"'3yo+','Main Track'",San Diego Handicap,,Dirt,,,,3yo+,1m110yds,,,Fast,,,,3,3,,,,5,3¼,6,Tarantino,USA,58/1,7,,,,,Peter Eurton,Edwin A Maldonado,b,g,,,Seeking The Gold,6,,,,
444,Del Mar (USA),,2025/07/27,San Diego Handicap (Grade 2) (3yo+) (Main Track) (Dirt),Grade 2,"'3yo+','Main Track'",San Diego Handicap,,Dirt,,,,3yo+,1m110yds,,,Fast,,,,4,4,,,,4,½,6½,Hall Of Fame,USA,48/10,4,,,,,Michael McCarthy,Kazushi Kimura,ch,c,,,Giant's Causeway,6,,,,
444,Del Mar (USA),,2025/07/27,San Diego Handicap (Grade 2) (3yo+) (Main Track) (Dirt),Grade 2,"'3yo+','Main Track'",San Diego Handicap,,Dirt,,,,3yo+,1m110yds,,,Fast,,,,5,5,,,,3,4¼,10¾,Express Train,USA,27/1,8,,,,,John Shirreffs,Mike E Smith,b,h,,,Mineshaft,6,,,,
444,Del Mar (USA),,2025/07/27,San Diego Handicap (Grade 2) (3yo+) (Main Track) (Dirt),Grade 2,"'3yo+','Main Track'",San Diego Handicap,,Dirt,,,,3yo+,1m110yds,,,Fast,,,,6,6,,,,6,19½,30¼,Judge Miller,USA,216/10,5,,,,,Mark Glatt,Antonio Fresu,ch,h,,,Bernardini,6,,,,
444,Del Mar (USA),,2025/07/27,Bing Crosby Stakes (Grade 1) (3yo+) (Main Track) (Dirt),Grade 1,"'3yo+','Main Track'",Bing Crosby Stakes,,Dirt,,,,3yo+,6f,,,Fast,,,,1,1,,,,9,,,Lovesick Blues,USA,186/10,7,,,,,Librado Barocio,Geovanni Franco,rg,g,,,Ministers Wild Cat,9,1m 8.74s,,,"Towards rear of main group, urged along to improve from halfway, ridden and headway under 2f out, driven and continued to get closer from 1f out, led final 50yds, won going away"
444,Del Mar (USA),,2025/07/27,Bing Crosby Stakes (Grade 1) (3yo+) (Main Track) (Dirt),Grade 1,"'3yo+','Main Track'",Bing Crosby Stakes,,Dirt,,,,3yo+,6f,,,Fast,,,,2,2,,,,3,1¾,,Hejazi,USA,47/10,5,,,,,Bob Baffert,Juan J Hernandez,bb,h,,,Medaglia d'Oro,9,,,,"Always prominent, led after 1f, held together in front, asserted 2f out and went over 2 lengths ahead, driven and reduced advantage 1f out, headed final 50yds and no extra"
444,Del Mar (USA),,2025/07/27,Bing Crosby Stakes (Grade 1) (3yo+) (Main Track) (Dirt),Grade 1,"'3yo+','Main Track'",Bing Crosby Stakes,,Dirt,,,,3yo+,6f,,,Fast,,,,3,3,,,,5,1¼,3,World Record,USA,12/5F,4,,,,,Rodolphe Brisset,Flavien Prat,b,c,,,Exceed And Excel,9,,,,"Raced in mid-division, ridden and asked to improve 2f out, switched right and effort over 1f out, went third final 175yds, kept on steadily without threatening leading pair"
444,Del Mar (USA),,2025/07/27,Bing Crosby Stakes (Grade 1) (3yo+) (Main Track) (Dirt),Grade 1,"'3yo+','Main Track'",Bing Crosby Stakes,,Dirt,,,,3yo+,6f,,,Fast,,,,4,4,,,,2,1½,4½,Dr. Venkman,USA,3/1,5,,,,,Mark Glatt,Antonio Fresu,b,g,,,Archarcharch,9,,,,"Urged along briefly start, mid-division on inner, got a little closer halfway, pushed along over 2f out, driven and no further headway 1f out, kept on at one pace"
444,Del Mar (USA),,2025/07/27,Bing Crosby Stakes (Grade 1) (3yo+) (Main Track) (Dirt),Grade 1,"'3yo+','Main Track'",Bing Crosby Stakes,,Dirt,,,,3yo+,6f,,,Fast,,,,5,5,,,,6,½,5,Roll On Big Joe,USA,22/5,5,,,,,Robert B Hess Jr,Julien R Leparoux,rg,g,,,Victory Gallop,9,,,,"Led early strides, soon settled in second, ridden and outpaced over 2f out, no extra from over 1f out, kept on at one pace closing stages"
444,Del Mar (USA),,2025/07/27,Bing Crosby Stakes (Grade 1) (3yo+) (Main Track) (Dirt),Grade 1,"'3yo+','Main Track'",Bing Crosby Stakes,,Dirt,,,,3yo+,6f,,,Fast,,,,6,6,,,,1,¾,5¾,Crazy Mason,USA,61/10,4,,,,,Gregory D Sacco,Christopher Elliott,rg,c,,,Maria's Mon,9,,,,"Broke on terms, immediately pushed along, soon detached in last, ridden and began to get a little closer 2f out, switched to outer and kept on past tiring rivals over 1f out, nearest finish"
444,Del Mar (USA),,2025/07/27,Bing Crosby Stakes (Grade 1) (3yo+) (Main Track) (Dirt),Grade 1,"'3yo+','Main Track'",Bing Crosby Stakes,,Dirt,,,,3yo+,6f,,,Fast,,,,7,7,,,,4,nse,5¾,Smooth Cruisein,USA,66/1,3,,,,,Karen Headley,Kyle Frey,bb,c,,,In Summation,9,,,,"Towards rear of main group, shaken up 2f out, unable to make any telling impression, ridden and kept on at once pace from 1f out, never a threat"
444,Del Mar (USA),,2025/07/27,Bing Crosby Stakes (Grade 1) (3yo+) (Main Track) (Dirt),Grade 1,"'3yo+','Main Track'",Bing Crosby Stakes,,Dirt,,,,3yo+,6f,,,Fast,,,,8,8,,,,8,4¼,10,Spirit Of Makena,USA,46/1,7,,,,,George Papaprodromou,Abel Cedillo,ch,h,,,Gilded Time,9,,,,"Raced towards outer, in touch with leaders, nudged along halfway, driven and outpaced 2f out, weakened quickly from 1f out"
444,Del Mar (USA),,2025/07/27,Bing Crosby Stakes (Grade 1) (3yo+) (Main Track) (Dirt),Grade 1,"'3yo+','Main Track'",Bing Crosby Stakes,,Dirt,,,,3yo+,6f,,,Fast,,,,9,9,,,,7,hd,10¼,Mbagnick,CHI,161/10,6,,,,,John W Sadler,Armando Ayuso,b,h,,,Powerscourt,9,,,,"Tracked leaders, chased along to hold position before halfway, ridden and lost ground over 2f out, soon beaten"
451,Greyville (SAF),,2025/07/27,Douglas Whyte Stakes (Grade 1) (2yo Fillies) (Turf),Grade 1,'2yo Fillies',Douglas Whyte Stakes,Fillies,Turf,,,,2yo,1m,,,Good To Soft,,,,1,1,,,,1,,,Golden Palm,SAF,30/100F,2,,,,,Alan Greeff,R Fourie,b,f,,,Var,11,1m 37.39s,,,
451,Greyville (SAF),,2025/07/27,Douglas Whyte Stakes (Grade 1) (2yo Fillies) (Turf),Grade 1,'2yo Fillies',Douglas Whyte Stakes,Fillies,Turf,,,,2yo,1m,,,Good To Soft,,,,2,2,,,,4,2¾,,Tina Lovelace,SAF,16/1,2,,,,,Sean Tarry,S'manga Khumalo,b,f,,,Captain Al,11,,,,
451,Greyville (SAF),,2025/07/27,Douglas Whyte Stakes (Grade 1) (2yo Fillies) (Turf),Grade 1,'2yo Fillies',Douglas Whyte Stakes,Fillies,Turf,,,,2yo,1m,,,Good To Soft,,,,3,3,,,,3,½,3¼,One Fine Winter,SAF,6/1,2,,,,,Sean Tarry,K De Melo,b,f,,,Trippi,11,,,,
451,Greyville (SAF),,2025/07/27,Douglas Whyte Stakes (Grade 1) (2yo Fillies) (Turf),Grade 1,'2yo Fillies',Douglas Whyte Stakes,Fillies,Turf,,,,2yo,1m,,,Good To Soft,,,,4,4,,,,6,2,5¼,A Bit Of Class,SAF,50/1,2,,,,,Candice Dawson,Serino Moodley,ch,f,,,Model Man,11,,,,
451,Greyville (SAF),,2025/07/27,Douglas Whyte Stakes (Grade 1) (2yo Fillies) (Turf),Grade 1,'2yo Fillies',Douglas Whyte Stakes,Fillies,Turf,,,,2yo,1m,,,Good To Soft,,,,5,5,,,,5,shd,5¼,Back From War,SAF,125/1,2,,,,,Paul Matchett,P Mxoli,b,f,,,Asiatic Boy,11,,,,
451,Greyville (SAF),,2025/07/27,Douglas Whyte Stakes (Grade 1) (2yo Fillies) (Turf),Grade 1,'2yo Fillies',Douglas Whyte Stakes,Fillies,Turf,,,,2yo,1m,,,Good To Soft,,,,6,6,,,,9,nse,5½,Alannah,SAF,50/1,2,,,,,Paul Lafferty,Luyolo Mxothwa,b,f,,,Silvano,11,,,,
451,Greyville (SAF),,2025/07/27,Douglas Whyte Stakes (Grade 1) (2yo Fillies) (Turf),Grade 1,'2yo Fillies',Douglas Whyte Stakes,Fillies,Turf,,,,2yo,1m,,,Good To Soft,,,,7,7,,,,11,1¼,6¾,Limitless Sky,SAF,40/1,2,,,,,Wendy Whitehead,Calvin Habib,b,f,,,Dynasty,11,,,,
451,Greyville (SAF),,2025/07/27,Douglas Whyte Stakes (Grade 1) (2yo Fillies) (Turf),Grade 1,'2yo Fillies',Douglas Whyte Stakes,Fillies,Turf,,,,2yo,1m,,,Good To Soft,,,,8,8,,,,7,½,7¼,Wings Of Ice,SAF,100/1,2,,,,,Paul Matchett,R Danielson,b,f,,,What A Winter,11,,,,
451,Greyville (SAF),,2025/07/27,Douglas Whyte Stakes (Grade 1) (2yo Fillies) (Turf),Grade 1,'2yo Fillies',Douglas Whyte Stakes,Fillies,Turf,,,,2yo,1m,,,Good To Soft,,,,9,9,,,,8,1,8¼,Charge It,SAF,125/1,2,,,,,Alyson Wright,A Mgudlwa,b,f,,,Diktat,11,,,,
451,Greyville (SAF),,2025/07/27,Douglas Whyte Stakes (Grade 1) (2yo Fillies) (Turf),Grade 1,'2yo Fillies',Douglas Whyte Stakes,Fillies,Turf,,,,2yo,1m,,,Good To Soft,,,,10,10,,,,10,¾,9,Celestial Diamond,SAF,50/1,2,,,,,Duncan Howells,K Matsunyane,b,f,,,Antonius Pius,11,,,,
451,Greyville (SAF),,2025/07/27,Douglas Whyte Stakes (Grade 1) (2yo Fillies) (Turf),Grade 1,'2yo Fillies',Douglas Whyte Stakes,Fillies,Turf,,,,2yo,1m,,,Good To Soft,,,,11,11,,,,2,1,10,Alta Capitana,SAF,16/1,2,,,,,Sean Tarry,Gavin Lerena,b,f,,,Fort Wood,11,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,1,1,,,,3,,,Jan Van Goyen,SAF,6/1,2,,,,,Mike & Mathew De Kock,Callan Murray,b,c,,,Oratorio,14,1m 37.63s,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,2,2,,,,7,3¾,,Tin Pan Alley,SAF,3/1F,2,,,,,Sean Tarry,S'manga Khumalo,b,c,,,Querari,14,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,3,3,,,,4,1,4¾,Chronicle King,SAF,9/2,2,,,,,Candice Dawson,Calvin Habib,b,c,,,Western Winter,14,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,4,4,,,,14,hd,5,King Harald,SAF,40/1,2,,,,,Roy Magner,Gavin Lerena,b,c,,,Caesour,14,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,5,5,,,,2,shd,5,Count Of Rouen,SAF,5/1,2,,,,,Peter Muscutt,Serino Moodley,b,c,,,Seventh Rock,14,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,6,6,,,,13,shd,5¼,Porridge Boy,SAF,50/1,2,,,,,Mano Pandaram,P Strydom,ch,c,,,High Chaparral,14,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,7,7,,,,10,1¾,7,Malmesbury Missile,SAF,9/2,2,,,,,Justin Snaith,R Fourie,b,c,,,Kingsbarns,14,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,8,8,,,,12,shd,7,Bruh,SAF,125/1,2,,,,,Paul Lafferty,Juan Paul V'D Merwe,b,c,,,Silvano,14,,,,
